Identifier	Supplier Name	Country
1905341000189104	GrowYoung Tech		
1194341000189102	Metavit Health Private Limited		
1095711000189105	Alwin Wilcare Pharmaceuticals		
1751681000189101	Avion Healthcare Private Limited		
9501000189103	Blue Cross Laboratories Private Limited	India	
1067701000189100	Antilia Pharma Private Limited		
1417071000189103	Resolute Healthcare Private Limited		
1096681000189102	Lifeline Antidotes Private Limited		
1853971000189109	Sayoka Pharmaceutical (opc) Private Limited		
86961000189102	Gokul Pharma		
1510411000189107	Charan Laboratories Private Limited	India	
1184301000189104	Alencure Biotech Private Limited		
678001000189103	Zoom Healthcare		
1608881000189105	Estro Pharmaceuticals Private Limited		
1781951000189108	Giriraj Healthcare And Multispeciality Hospitals Limited		
1539821000189100	Dr Moni Pharmaceuticals Private Limited	India	
1196701000189105	Zivira Labs Private Limited		
1344371000189109	United Formulations Private Limited		
1615411000189105	Biogen Pharmaceuticals		
1542381000189102	Lifecare Biotech (India) Private Limited		
1638781000189106	Stanex Drugs And Chemicals Private Limited		
18301000189101	Divine Pharmaceuticals Private Limited		
1748311000189105	Naviksha Healthcare Private Limited		
27211000189104	Bioxis Healthcare India		
1477631000189100	Fizikem Life Sciences		
1657161000189101	Aja Life		
1253141000189109	Jackson Laboratories Private Limited		
1099411000189102	Creogenic Pharma		
1716851000189106	Pure Health Products Private Limited		
1846871000189108	Medlex Biotechnics Private Limited		
1614231000189100	Bilasp Pharma		
1254641000189102	Albin Healthcare		
1511851000189103	Rayam Pharma		
1737211000189103	Indiana Opthalmics		
1041721000189105	Generous Mediwaves Private Limited		
1778631000189105	Achilles Health Care Private Limited		
1837521000189106	Medcalifornia Scientific Private Limited		
1714011000189106	Sanix Formulation Private Limited		
272921000189106	Rayh Health Care Private Limited		
37791000189102	Welbe Life Sciences		
17011000189103	Pride Healthcare LLP		
1167521000189106	Thyone Health Care		
1035061000189101	Vhl Pharmaceuticals Private Limited		
1694651000189105	Oriva Life Sciences Private Limited		
1031351000189103	Atishya Biotech		
1809591000189107	Genzyme India Private Limited		
1244791000189102	Kaymed Pharmaceuticals Private Limited		
1381771000189101	Sannova Biotech Private Limited		
1244271000189109	Geneva Biocare		
30051000189109	Dycine Pharmaceuticals Limited		
1657881000189100	Cluster Pharma India Private Limited		
1133761000189105	LG Pharma		
1251671000189107	Boots Piramal Healthcare		
1208921000189100	Acela Healthcare Private Limited		
680341000189109	Plenum Biotech		
1855511000189107	Cue Labs		
49881000189103	Elmex Drugs & Healthcare Private Limited		
1046401000189104	Parul Health Care Private Limited		
1257811000189107	Holly Organic Private Limited		
1737231000189108	CYRUS REMEDIES PRIVATE LIMITED	India	
1456401000189105	Fedley Healthcare Private Limited		
15311000189107	Lifecare Innovations Private Limited		
1849251000189109	Brooks Laboratories Limited		
1021171000189108	Biometrix Pharma		
1399341000189108	Therdose Pharma Private Limited		
1144511000189102	Volus Pharma Private Limited		
44041000189102	Sunflower Phamaceuticals		
204321000189106	Norwest Pharmaceuticals Inc		
1587191000189105	Dote Health Care Private Limited	India	
1252641000189106	Biovion Pharma Private Limited		
1780471000189103	Voluenta Pharmaceuticals Private Limited		
1658121000189105	Ambroza Lifecare Llp		
297761000189109	Mexon Healthcare Limited		
60321000189108	Pacific India Limited		
1116441000189102	Bioxtreme Pharma Private Limited		
1478721000189109	Rexit Pharmaceutical		
1533711000189104	Feron Healthcare Private Limited		
1436911000189101	AGN Healthcare		
1044911000189102	Tzana Pharmaceuticals Private Limited		
1491031000189105	Tresco Lab		
1063791000189101	Suave Healthcare Private Limited		
677861000189109	Auris Bio Sciences Private Limited		
1247671000189103	Uniprogen Biotech Private Limited	India	
1131501000189100	Orcalo Lifesciences		
1880261000189106	Triivik Life Sciences Private Limited		
314381000189101	Lifesavers Remedies		
1055521000189103	Dee Gradibus Life Care Private Limited		
1854891000189103	Reunis Healthcare Private Limited		
1033041000189103	Sepik Life Science	India	
1112041000189108	Chemo Healthcare Private Limited		
787441000189105	TBG Pharma Limited	India	
1241351000189105	Aromed Pharmaceuticals		
15151000189109	Systemic Healthcare		
1906161000189109	Unilite Medicare Private Limited		
1259851000189101	Notus Pharmaceuticals Private Limited		
299121000189109	Renascent Pharma		
1212191000189104	Oracle Health Park Private Limited	India	
1475101000189109	Ss Lifevision Private Limited		
1213251000189109	Growmax Medicare Private Limited		
1420521000189100	Genescience Lifecare India Private Limited		
87891000189104	Sunshine Pharmaceuticals Private Limited		
1437121000189109	Syscutis Healthcare Private Limited	India	
1535811000189105	Kenriz Care		
1293271000189102	Zunison Health Care		
1107701000189106	Sherwell Biotech		
222701000189103	Torque Pharmaceuticals Private Limited	India	
1083661000189100	Mediganza Healthcare		
1057071000189103	Shreeji Healthcare Impex		
1168461000189101	Sapiens Labs Private Limited		
1099061000189107	Adiza Healthcare		
1854881000189100	Wonne International		
1112731000189104	Joseph Lister Pharmaceuticals Private Limited		
1009201000189100	Credence Healthcare		
70441000189104	Paradigm Healthcare		
1658621000189101	Gmh Pharmaceuticals Private Limited		
975041000189108	Zeuson Medicines Private Limited		
1159921000189104	Pinarc Life Sciences		
1038431000189107	Pioneer Pharma Private Limited		
413841000189106	Symbiotic Drugs Private Limited	India	
1233651000189103	Davidsons Pharmaceuticals		
241041000189109	Kevin Pharma Private Limited		
1007491000189101	Columbus Biotech		
21061000189102	Swiss Biolabs		
1158881000189100	Salas Pharmaceuticals Private Limited		
673671000189108	Samson Laboratories Private Limited		
1115901000189101	Rippon Laboratories		
1105101000189101	Adonis Laboratories Private Limited	India	
106591000189107	Orley Laboratories Private Limited		
1127171000189105	Life Guard Pharma		
1065151000189106	Skoda Healthcare Private Limited		
1780011000189102	Zovilon Healthcare Private Limited		
55421000189101	INNOKON laboratories private limited		
1438671000189100	Qrative Care		
391051000189109	Keen Healthcare Private Limited		
31691000189102	Elite Pharma Private Limited	India	
62811000189109	NB Healthcare Private Limited	Not Available	
1047891000189109	Bupa Pharma		
675201000189101	Cosmopack Private Limited	India	
1013851000189102	Novique Lifesciences Private Limited		
1345281000189101	Micro Vision Private Limited		
1815021000189100	Bprl Healthcare Private Limited		
1571491000189102	MVD Pharmaceuticals	India	
1232491000189102	Vasphar Pharmaceuticals Private Limited		
152881000189103	Forgo Pharmaceuticals Private Limited		
1496891000189107	Heveren Healthcare Private Limited		
1478451000189105	Rosa Lifesciences		
1026911000189107	Shree Raj Pharmaceuticals		
80791000189105	Shree Ganesh Pharmaceuticals	Not Available	
1476491000189104	Relics Pharmaceutical Private Limited		
1017921000189105	Angel Laboratories Private Limited		
10181000189107	Symbiosis Pharmaceuticals Private Limited		
1156381000189109	3D Healthcare		
1532061000189106	Rudiment Life Science Pharmaceutical Private Limited		
1166431000189109	Bioman Pharmaceuticals Private Limited		
1125151000189105	Riomedica Healthcare Private Limited		
1850791000189101	Nutraferon Private Limited		
1608291000189108	Plasoron Biotech Private Limited		
33891000189100	Man Care Laboratories Private Limited		
85451000189104	Zaneka Healthcare Private Limited	India	
40171000189103	Hi-Tec Laboratories Private Limited		
1035501000189108	Aventura Healthcare Private Limited		
1198831000189109	Jes Pharmacia Private Limited		
94361000189106	Astron Healthcare	India	
1040831000189107	Palco Healthcare		
680301000189106	Biotics Laboratories		
1648761000189101	My Pura Vida Wellness Private Limited		
1479511000189100	Evdoxia Lifesciences Private Limited		
1655281000189105	Bountiful Lifesciences Private Limited		
1103111000189100	St Sharda Life Sciences Private Limited		
1155661000189103	Constaeffective Pharma Private Limited		
1812941000189104	Origin Health Care Private Limited		
1477011000189104	Epione Pharmaceuticals Private Limited		
1478661000189106	Medicaid Labs LLP	India	
369441000189103	Vintech Formulations		
41311000189103	Lancer Pharmaceuticals Private Limited		
34881000189100	Technica Labs & Pharma Private Limited		
1010311000189104	Gettin Lifesciences Private Limited		
1179351000189108	Vevey Life Sciences		
58261000189102	Mandar Pharmaceuticals Private Limited	India	
1166981000189102	Elnova Pharma LLP		
90921000189109	Kepler Healthcare Private Limited	India	
25561000189106	Dr. Alson Laboratories Private Limited		
332081000189102	Future pharma Private Limited	India	
1232911000189101	Key West Medicines Private Limited		
151741000189107	SKN Organics Private Limited	India	
1228991000189107	Egis Healthcare Services Private Limited		
1756641000189103	Overseas Phar	India	
388291000189104	Prism Pharmaceuticals Limited		
1001061000189105	Aspire Healthcare		
1074661000189108	Skama Biotech Private Limited		
1043371000189107	Lee Med Pharmaceuticals		
1780351000189100	Kosmica Dermacare		
1808821000189101	Nuwill Biotech Private Limited	India	
65871000189105	Bipi Lifesciences Private Limited		
24931000189107	Msn Laboratories Private Limited	India	
1215181000189108	Diya Healthcare Private Limited		
126461000189107	Nortech Remedies		
1258581000189104	Oaknet Life Sciences Private Limited		
1105781000189107	Sipra Remedies Private Limited		
1387891000189101	J B Life Science Overseas Limited		
1541041000189100	Ednita Healthcare		
1493321000189109	Safecon Lifesciences	India	
162271000189106	Umano Healthcare Private Limited		
1035821000189100	ZDLZodiacal Pharmaceutics Private Limited		
1806571000189103	Saar Biotech Private Limited		
71881000189101	Biosciences Pharmakon		
1099241000189100	Green Bract Lifesciences		
223151000189106	Arvind Remedies Limited		
33831000189101	Themis Medicare Limited	India	
1236861000189108	Gmd Pharma Private Limited		
1475781000189103	Meckley Life Sciences Private Limited		
1095601000189104	Frank Medilink		
32711000189106	Anhox Healthcare Private Limited	India	
1106751000189109	Medilance Healthcare		
1438681000189103	Idol Biotech	India	
1197891000189109	Nyctanthes Pharmaceuticals Private Limited		
22111000189107	Peerage Pharma Private Limited		
1737761000189106	BEKIM LIFESCIENCES LLP		
1191891000189103	Biotric Healthcare Private Limited		
1852341000189108	Capsutab Drugs Private Limited		
39761000189104	Andersun Pharma		
1899541000189103	Asoj Soft Caps Private Limited		
1027761000189105	Gospel Labs (India) Private Limited		
768801000189105	Converge Biotech Private Limited		
1121751000189109	Ronak Laboratories		
1748561000189103	Mission Cure Pharma Private Limited	India	
1112901000189109	Minot Pharmaceutical Private Limited		
1214271000189101	Medirin Pharmaceuticals Private Limited		
1407491000189105	Cytogen Pharmaceuticals India Private Limited	India	
1609531000189104	Otsuka Pharmaceutical India Private Limited		
1114621000189100	Dakgaur Healthcare		
385531000189106	Pfimaxx Organics Private Limited		
1852971000189101	Bioshine Healthcare Private Limited		
53591000189103	Shaw Pharmaceuticals Private Limited		
1147621000189100	Kainosis Pharmaceuticals		
1838601000189102	Morwell Pharmacia Private Limited		
34481000189103	Park Pharmaceuticals		
1588131000189108	Ameha Healthcare		
1123401000189103	Zylig Lifesciences		
201651000189109	Biostrass Health Sciences Private Limited		
1158331000189106	Origam Pharmocrats		
25851000189106	Embiotic Laboratories Private Limited	India	
203721000189109	Galenic Pharmaceuticals Private Limited		
1116871000189108	Ravic Healthcare		
1450941000189102	Hochest Biotech India	India	
1808501000189109	Well Worth Life Sciences Private Limited		
1752311000189109	Ausler Snovy Pharma		
139401000189103	Endocard India Private Limited	India	
1451691000189105	Orgus Healthcare	India	
1714781000189104	Macleods Pharmaceuticals Private Limited	India	
1171351000189109	Astley Life Sciences Private Limited		
1716871000189100	Norvick Lifesciences		
1342391000189102	Mps Life Sciences Private Limited		
1838661000189103	Senate Laboratories Limited		
1290421000189109	Innovative Overseas Inc		
359441000189105	Dios Lifesciences Private Limited	India	
1852661000189101	Rekindletech Pharmaceuticals Private Limited		
1381651000189101	Medicyte Pharmaceuticals Private Limited	India	
1122071000189108	Ancient Life Sciences		
18631000189103	Fresenius Kabi India Private Limited	India	
775101000189100	Bengal Chemicals and Pharmaceuticals Limited	India	
1115351000189101	Nelon Pharmaceuticals Private Limited		
1046151000189105	Placker Life Sciences		
1435791000189104	Asolear Pharma Private Limited	India	
1158461000189109	Leo Star Healthcare Private Limited		
1090681000189100	Sanes Pharmaceuticals		
1533601000189105	Santeforeva Healthcare Private Limited		
17611000189109	Acron Pharmaceuticals	India	
1477811000189109	Daxon Healthcare Private Limited	India	
140211000189107	Edifice Laboratories		
18111000189101	Ranbaxy Laboratories Limited	India	
1784121000189101	Mazin pharmaceuticals	India	
1531911000189103	Zen Pharma Private Limited		
60031000189108	Monichem Health Care Private Limited	India	
115901000189101	Rhine Biogenics Private Limited	India	
1514751000189106	Salus Healthcare		
1655251000189102	Curega Healthcare Private Limited		
1656081000189106	Jenfer Biosciences Private Limited		
43401000189106	AstraZeneca Pharma India Limited	India	
1529741000189102	Biokindle Lifesciences Private Limited		
1058151000189106	Truelight Life Sciences Private Limited		
17371000189107	Lifecom Pharmaceuticals (India) Private Limited		
14061000189107	Apple Biotech Private Limited		
678211000189105	Olympus Therapeutics Private Limited		
138291000189103	Mars Therapeutics & Chemicals Limited	India	
1052661000189100	Frisco Hill Pharmacia		
1123491000189107	Innovative Remedies		
1237781000189105	Standard Therapeutic Laboratories Private Limited		
1198441000189100	Newgen Biotech Private Limited		
1172481000189104	Ess Emm Pharma Private Limited		
676951000189102	Low Cost Standard Therapeutics		
1018551000189106	Maya Drugs Private Limited		
45841000189105	Geneka Biotech		
64651000189104	Asclepius Pharmaceuticals Private Limited		
262491000189108	Boffin Biotech Private Limited	India	
1477661000189107	Lewis Bioserch Pharma Private Limited		
1163661000189108	Arion Healthcare		
1242581000189104	Jpee Drugs		
1755601000189106	Colgen Pharma	India	
21881000189100	Obsurge Biotech Limited	India	
1201081000189108	Benne Volance Pharma Private Limited		
47491000189108	Kenn Pharmaceuticals Private Limited	India	
1248491000189100	Ronald Pharmaceuticals Private Limited		
1256501000189105	Uvkan Healthcare Private Limited	India	
1220731000189105	Franklin Remedies		
39141000189101	Wyeth Pharmaceuticals India Private Limited	India	
1478621000189101	Ozrak LifeSciences		
1140281000189103	Cascade-India Pharmaceuticals		
236771000189106	Varenyam Healthcare Private Limited		
1112411000189104	Starlance Pharmaceuticals		
1750771000189102	Biowin Healthcare		
21941000189104	Pharmacopius Drugs Private Limited		
1159321000189103	Marsha Pharma Private Limited		
167571000189105	Plus Pharma Private Limited	India	
32371000189100	Tweet India Pharmaceuticals Private Limited	India	
1182591000189109	Medfence Labs	India	
782591000189104	Strides shasun Limited	India	
1514661000189102	Clyde Pharmaceuticals Private Limited		
1650211000189109	Akshita Remedies		
1146891000189104	Trireme Life Sciences Private Limited	India	
1118271000189108	CL Reddy Health Care		
52521000189106	Canixa Life Sciences Private Limited	India	
198981000189104	Lexicon Biotech India Limited		
100051000189109	Floreat Medica Private Limited		
1538831000189107	Clabert Lifesciences Private Limited		
1042941000189106	Gracia Lifesciences India Private Limited		
16811000189106	Genesis Remedies Private Limited		
1325261000189105	Harson Laboratories Private Limited	India	
1712011000189101	Riasma Lifesciences		
1325251000189107	Sarvear Pharmaceuticals	Not Available	
10521000189103	ABL Lifecare Private Limited		
1115061000189101	Semsun Pharma Private Limited		
1202411000189103	Theon Pharmaceuticals Limited	India	
16511000189108	Zenacts Pharma Private Limited		
1428621000189102	Ashlife Healthcare		
1784131000189104	Ideal Life Sciences Private Limited	India	
1170291000189102	Prorient Pharmaceuticals Private Limited		
240271000189102	Kim Laboratories Private Limited	India	
49641000189109	Aprica Healthcare Private Limited		
1103081000189105	Apotek Pharma Private Limited		
1056701000189107	Eugenics Medicare Private Limited		
1658261000189109	Doqchem Pharma Private Limited		
1035141000189101	Shrine Remedies Private Limited		
1539011000189103	Krypton Global Health		
60571000189103	Trio Remedies Private Limited		
773821000189102	Zoic Lifesciences		
62011000189104	Zorex Pharma Private Limited		
1479671000189108	Aexiom Pharmaceuticals		
1144591000189108	Surge Pharmaceuticals Private Limited		
1227931000189107	Medicraft Group	India	
1587981000189105	Laissez Faire Pharmaceuticals Private Limited		
1473881000189108	Adenscot Healthcare		
1071611000189109	Sarp Pharmaceuticals		
1154011000189107	Oirpil Biotech		
56191000189104	BSA Pharma inc		
1033301000189103	Modern Pharmaceuticals Private Limited		
1097631000189103	Diamond Drugs Private Limited		
29911000189101	Aamorb Pharmaceuticals Private Limited		
1012021000189106	Sunroxx Pharma		
1175401000189103	Mecado Health Care Private Limited		
1812411000189107	Arkson Pharmaceuticals		
195181000189105	Konverge Healthcare Private Limited		
40291000189106	Alwin Willcure Pharmaceuticals Private Limited		
1095001000189106	Radix Pharmaceuticals Private Limited		
680521000189106	Eqqus Pharmaceuticals private Limited		
1154741000189105	Prisma Health Care Limited		
36721000189102	Swabhumi Drug & Pharmaceutical India Limited		
1480221000189106	Albiorix Pharmaceuticals Private Limited		
1680891000189106	Wellvio Healthcare Private Limited		
13821000189106	Medley Pharmaceuticals Limited	India	
66141000189103	Brawn Laboratories Limited	India	
9781000189101	Sun Pharmaceutical Industries Limited	India	
1123661000189101	EG Lifecare Services Private Limited	India	
1177801000189106	Yew Lifesciences		
13091000189102	Mankind Pharma Limited	India	
1537611000189100	Rion Lifesciences Private Limited		
15861000189102	Acinta Pharmaceuticals Private Limited		
32601000189100	Zentis Drugs Private Limited		
1119961000189100	Emdok Pharmaceuticals Private Limited		
101561000189106	Midas Healthcare Limited		
1683621000189104	Eastern Drug Co Limited		
42651000189103	Armour Remedies India Limited		
1198621000189106	Jemster Healthcare Private Limited		
183991000189109	Invomed Cotab Private Limited		
1102281000189109	Ethix Health Care		
89361000189108	I-Med Healthcare Limited		
1198041000189105	Medzer Pharma Private Limited		
1027501000189101	Shantam Pharmaceuticals Private Limited	India	
1202511000189104	Shivalik Laboratories Private Limited		
62451000189106	Graf Laboratories Private Limited		
214881000189100	Druto Laboratories		
34621000189102	Jubilant Life Sciences Limited		
1651541000189100	Albris Healthcare And Biotech Private Limited		
1044141000189104	Zenicure Labs		
1167381000189104	Haustus Biotech Private Limited		
1437271000189104	Swisschem Dermacare		
17781000189105	Albert David Limited		
1258111000189100	Numarck Pharmaceuticals Private Limited		
1477461000189109	Aeobury Healthcare Private Limited		
1128901000189101	Rachil Remedies Private Limited		
1851741000189104	Next Vision Pharma	India	
21041000189103	Aarpik Pharmaceuticals Private Limited		
1756361000189105	Nayasa Life Science Private Limited	India	
1199981000189105	Biovec Lifesciences		
1811311000189109	Medicron Life Sciences Private Limited	India	
35801000189108	Gracious Pharmaceuticals Private Limited		
12671000189104	Ace Kinetics Health Care Private Limited		
1590471000189101	Suzan Pharma	India	
840531000189106	BDR Pharmaceuticals International Private Limited	India	
1033371000189108	Healsure Lifesciences Private Limited		
1238621000189100	Knoll Healthcare Private Limited	India	
12741000189102	Swaraj Formulations Private Limited		
1125431000189107	Birotis Life Science Private Limited		
20471000189106	Therapeutic Pharmaceuticals		
1002071000189108	Raj Bioceuticals		
67341000189103	Reddy Pharmaceuticals Limited	India	
30851000189101	Criticare Laboratories Private Limited		
1247631000189100	Kriven Health Solutions Private Limited	India	
1099141000189107	Crystokem Pharma		
1493461000189109	Amps Biotech Private Limited	India	
1322591000189107	Ambitus Life Sciences		
42761000189107	Galderma India Private Limited	India	
1805971000189103	Velnourish Pharma Private Limited		
678281000189101	Vestal Healthcare	India	
1416161000189105	Ultimate Healthcare		
1099831000189105	Glory Healthcare Private Limited		
1755761000189103	Pacific Pharmaceuticals Private Limited		
1032051000189106	Cause & Cure Private Limited		
1238781000189109	Om Healthcare Enterprises Limited		
1092641000189106	Prector Lifesciences	India	
1096061000189103	Asgard Labs Private Limited		
1160431000189106	Adison Laboratories		
1238541000189105	Supermax Laboratories		
1476681000189104	Ryland Healthcare		
1087961000189102	Sanshis Pharmaceuticals		
1067571000189100	Esquire Drug House		
260391000189103	Tyros Pharmaceuticals Private Limited		
185031000189106	Vance Health Pharmaceuticals Limited	India	
1045481000189101	Aishwarya Healthcare	India	
16681000189103	Jayson Pharmaceuticals Private Limited		
9031000189103	Intas Pharmaceuticals Limited		
1749351000189101	Biocon Biologics Limited		
1244301000189107	Angiolife Healthcare Private Limited	India	
1753121000189105	Medrock Biotech		
1099281000189105	Cureways Remedies		
1030861000189101	Amwill Health Care Private Limited		
1837661000189102	Elixia Life Sciences	India	
1062441000189106	Elsker Lifescience Private Limited		
166641000189100	Geo Life Sciences Private Limited		
1249751000189108	Zunarsh Lifesciences Private Limited		
1751911000189100	Waylone Healthcare Private Limited		
1171361000189107	Amicures Research Private Limited		
378191000189102	Eisen Pharmaceuticals Company (Private) Limited		
9301000189109	Acto Pharmaceuticals Laboratories		
1752851000189102	Noble Bio Life Sciences		
792371000189106	ZAQ Health Care Private Limited		
1184591000189101	PRM Life Sciences Private Limited		
1069301000189109	Orphic Pharma (India) Limited	India	
146821000189102	Systole Remedies Private Limited		
267361000189107	Cian Healthcare Limited	India	
1217791000189102	Bioplasmid Healthcare		
1251131000189102	Lessour Pharmaceuticals		
1292011000189108	Cadila Healthcare Limited	India	
1216181000189100	Biovensia Pharmaceutical		
1097751000189101	Brainwave Healthcare Private Limited	India	
125411000189102	Docventures Pharmaceuticals Private Limited		
41641000189108	Kindcare Drugs Private Limited		
1114361000189102	Kiosence Health Care Private Limited		
1614471000189102	Rr Life Sciences		
1901911000189101	Praise Pharmaceuticals Private Limited		
1013751000189107	Ritz Formulations Private Limited		
1148301000189100	Precept Pharma Limited	India	
1539851000189107	GH. Visioncare Lifesciences		
1021011000189102	Animate Pharmaceuticals Limited		
1455301000189108	Inolife Healthcare	India	
1089981000189101	Carrel Pharmaceuticals LLP		
28951000189107	Unikind Pharma		
1151191000189104	Amy Lifesciences		
1150171000189107	Alpha Drugs And Pharmaceuticals		
1142231000189103	Mitoch Pharma Private Limited	India	
1206161000189108	Concur Pharmaceuticals Private Limited		
1756061000189107	Enine Remedies Private Limited		
1042111000189107	Solvate Laboratories Private Limited		
1752611000189100	Sharing Formulations Private Limited		
1151961000189105	Orlife Healthcare		
1784351000189105	Murentia Pharmaceuticals		
1019751000189105	Albion Lifecare Private Limited		
1131881000189109	Zygal Pharmaceuticals Private Limited		
202611000189100	Dowell Pharmaceutical	India	
184751000189104	Indo Pacific Life Sciences		
1247591000189100	Kiama Lifesciences		
1028341000189106	Glacia Life Care		
1066601000189107	Davemax Pharma		
11111000189108	Perk Pharmaceuticals Limited		
1250801000189106	Cosma Biotech		
1476821000189104	4life Pharmaceuticals Private Limited		
1412261000189102	Sakar Healthcare Private Limited	India	
1217391000189103	Ambrosia Drugs Private Limited		
1173701000189108	Nurtureplus Biotech Private Limited		
1154191000189102	Red Bross Laboratories Limited		
1402411000189102	Login Pharma Pub Private Limited		
25471000189103	Daffohils Pharma Private Limited		
1060901000189104	Stadia Biotech		
1610691000189107	Shinom Cosmeceuticals		
67481000189101	Biological E. Limited		
1141881000189105	Lifepure Labs Private Limited		
1753411000189106	Pleasant Pharmaceuticals Private Limited		
1041781000189106	Crinova Healthcare Private Limited		
1127881000189100	Cheminnova Remedies Private Limited		
1748001000189105	Glowsun India Labs Private Limited		
1681931000189108	Vitalae Healthcare		
1107451000189104	Ace Remedies Private Limited		
1492441000189103	Daylon Healthcare		
1324981000189108	Magus Medicare	Not Available	
1258441000189105	Caris Labs LLP		
1087341000189104	Accretion Pharmaceuticals		
1233911000189107	Encyclo Healthcare		
1343201000189109	Sanofi-Synthelabo (India) Private Limited	Not Available	
1474241000189101	Rauwolfia Pharma Private Limited		
1091681000189109	Calyx Medicare Private Limited		
19191000189101	Aden Healthcare		
1204351000189104	Vertex Pharma Chemicals		
1015791000189103	Clarix Healthcare Private Limited		
1249811000189102	Wunderz Pharmaceuticals Private Limited		
1814951000189107	Dr Arvind Life Science Private Limited		
1852491000189107	Varima Pharma (opc) Private Limited		
10491000189101	Emcure Pharmaceuticals Limited		
70171000189102	Biomax Laboratories		
1255901000189105	Senses Pharmaceuticals Private Limited	India	
1178911000189103	Mecure Pharma Private Limited		
1493701000189104	Demorbus India Private Limited		
261221000189104	Santo Formulations		
110011000189108	BDH Industries Limited		
1202251000189103	Deon Healthcare		
1130011000189102	Curelife Pharmaceuticals		
1104111000189103	Macro Labs Private Limited		
1229331000189102	Algen Remedies Private Limited		
1612781000189104	Galenus Pharma Private Limited	India	
1780771000189107	Silicon Pharmaceuticals Private Limited		
1404031000189105	Cassel Research Laboratories Private Limited		
1752061000189108	Spackle Biotech Private Limited		
1388291000189104	ADVANZ Pharma	India	
1022591000189108	Meditrina Biotech Private Limited		
24321000189106	Eris Lifesciences Limited	India	
1015911000189106	Terrace Pharmaceuticals Private Limited	India	
123621000189106	Elikem Pharmaceuticals Private Limited	India	
1173211000189104	Innate Biotech Private Limited	India	
14231000189106	Alliaance Biotech Labs Limited		
1221421000189105	Acmedix Pharma LLP		
8761000189100	Gland Pharma Limited	India	
1125211000189101	Narvs Pharma Private Limited	India	
1246991000189109	Salvo Healthcare Private Limited		
1007621000189102	Shakam Lifesciences		
1056721000189101	Insyte Health Care		
1810321000189108	Wits Biotech Private Limited		
1592301000189100	Cnscure India Private Limited		
1288191000189100	Cybele Bio Sciences Private Limited	India	
1418811000189101	HS Aldem Healthcare		
1132111000189102	Norden Lifesciences		
1206551000189104	Tiruvision Medicare		
1682321000189104	Kerwin Formulations		
1037551000189103	Senechio Pharma Private Limited		
9101000189107	Chandra Bhagat Pharma Limited	India	
1925141000189105	Liva Healthcare Limited		
1657491000189101	Saivay Medilinks		
22391000189103	Digital Vision India Limited		
1711071000189101	Albus Healthcare Private Limited		
386281000189100	Osper Formulations Private Limited		
1121511000189101	Medoz Pharmaceuticals Private Limited		
1251261000189100	Okyano Pharma Private Limited		
1587561000189109	Vytrax Healthcare	India	
55311000189103	R K Medicare Private Limited		
1474471000189105	Pasco Pharmaceuticals		
1924761000189108	Auskincare Formualation Private Limited		
1249651000189102	Swisskem Healthacre Private Limited		
1236371000189105	Saphnix Life Sciences Private Limited		
1159671000189109	Obzone Pharmaceuticals Private Limited		
1738291000189105	Lyka Hetero Healthcare Limited		
1477321000189109	Hymax Healthcare Private Limited		
1005941000189105	Nac International		
1478271000189100	Aar Vee Pharma Private Limited		
681231000189101	Rablon Healthcare Private Limited		
1073941000189102	Unitech Health Care Private Limited		
1849391000189109	Amagen India Life Sciences		
1251461000189101	Zenik Pharmaceuticals		
1005071000189103	Stenzer Healthcare		
1903751000189103	Kedarnath Healthcare Private Limited		
1495161000189100	Nicholas Healthcare Limited		
1032741000189105	Henin Lukinz Pharma Private Limited		
17161000189100	Osper Pharmaceutics Private Limited	Not Available	
1711851000189104	Mediarch Healthcare Private Limited		
1873611000189109	Dolphins Healthcare		
1230401000189105	Teblik Drugs Private Limited		
82941000189102	Excella Life Sciences Private Limited	India	
997891000189107	PCM Biotech		
28361000189109	Ultra Drugs Private Limited		
1100571000189105	Universal Medicare Private Limited		
38831000189107	La Renon Healthcare Private Limited		
1019691000189109	Aadi Healthcare Private Limited		
1590751000189104	Horean Healthcare Private Limited		
1779741000189104	Dmk India Healthcare Llp		
1083131000189104	H&I Critical Care	India	
1166911000189106	Goldline Pharmaceutical Limited	India	
164331000189105	CMG Pharmaceuticals	India	
1008211000189107	Elivia Life Sciences Private Limited		
1414161000189100	Rostrumed Biotech Private Limited	India	
1258511000189108	Marsai Pharma Private Limited		
1131851000189101	Sandor Medicaids Private Limited		
1102081000189100	Ronam Healthcare Private Limited		
15181000189101	Sanofi India Limited	India	
1041051000189100	Piramal Pharma Limited		
1811041000189107	Secure Life Science (India) Private Limited		
1042801000189103	Zenkins Pharmaceuticals Private Limited		
1431861000189104	Biorika Healthcare Private Limited		
8841000189105	Elfin Pharma Private Limited		
12251000189108	Invision Medi Sciences Private Limited		
1014581000189105	Ambic Aayurchem Limited		
1103271000189103	Lxir Medilabs Private Limited	India	
1049721000189106	Symet Labs Private Limited		
1011401000189104	Aryan Biological Corporation		
1402851000189101	Cutik Medicare Private Limited		
1199071000189107	Dea-Della Life Sciences Private Limited		
1128881000189104	Libra Drugs (India) Private Limited		
20631000189106	Systopic Laboratories Private Limited		
1348551000189102	QFL Healthcare Private Limited		
1753481000189102	Atopic Laboratorie	India	
1512881000189101	Mindwave Healthcare Private Limited		
