Identifier	Product Name
1201381000189105	Vilsure M Forte	
203221000189104	Levocom	
1926111000189104	Ashlodine	
1567511000189109	Zaprocid	
1654621000189108	Telfost M	
881831000189108	Ozace	
1057611000189104	Alpramax-CR	
1478331000189105	Viterecup	
848321000189100	Pomalong	
320121000189102	Soviceft	
165541000189107	Gemspera	
27771000189103	Alpram	
1847101000189108	Merocon	
219751000189102	Maxgalin	
17651000189108	Act	
953911000189107	Tusimox	
57991000189100	Azilide	
1649411000189101	Chiny Forte	
888451000189105	Mepin	
1851051000189103	Renobact	
1458051000189101	Doxma	
878041000189105	Cefrotux	
1323401000189106	Jonis	
1652211000189105	Revonu 12	
1438801000189109	Questa	
19651000189101	Adopin-at	
1052961000189109	Retragut	
1317051000189101	Diliticard	
331851000189108	Tazocef	
1695391000189109	Vatdoxy	
298351000189108	Ranozex	
1108241000189102	Floxwin	
27821000189106	Alprax	
1256921000189109	Exclusiv	
1649991000189102	Dorfree MR	
1258311000189103	Mefenac D	
329391000189105	Tacstead-2.0	
1254031000189104	Racemol	
1152461000189107	Ofsta-OZ	
1341671000189102	Xidorin	
1477821000189101	Fudoshine	
187751000189108	Isoprix	
374631000189100	Zitmik	
156341000189104	Flozol-150	
288651000189100	Pregabin	
1438811000189106	Citopil	
863821000189109	Cefta	
1340361000189106	H S	
127951000189101	Dopin tab	
1117951000189107	Cetval	
780681000189104	Nex-O	
1348401000189102	Peronorm	
82051000189103	Cartimost-GM	
124791000189102	Dizide	
1252131000189108	Tabo	
23831000189103	Alcoza	
1315641000189104	Gemcal	
1654091000189100	Torpres Plus	
312431000189100	Scotrum	
210521000189106	Locoz	
1570261000189102	Olibe	
113011000189104	Cyserin	
1748991000189100	Zymik	
923221000189106	Omekaa	
67501000189107	Bepride	
283471000189100	Pinom-H	
169191000189107	Glimestar M	
871451000189106	Dox	
57141000189109	Aziford	
1182731000189102	Depxet CR	
315591000189105	Siaclo	
1255221000189107	Lotiviz	
811681000189109	Metro	
1532891000189105	Rosuast	
1237631000189104	Clavmentin	
990381000189104	Cyclophil	
1255261000189102	Telindia H	
833601000189109	Siditra	
812621000189102	Micropod	
1342521000189106	Criptal	
153041000189106	Fexidine	
1880411000189108	Kemzith-XL	
1591201000189101	Aziss	
291851000189105	Propanz EC	
246911000189103	Niksin	
1812071000189106	Corciti	
1880221000189101	Naprofos	
74311000189104	Bortenat	
1152231000189101	Veeflox OZ	
1036021000189103	Curelox	
1782451000189105	Vexicin	
1011561000189101	Macpod	
250701000189103	Nosbactum	
233551000189102	Monobrite	
1854821000189101	Meromarc	
1179791000189102	Offy	
1715261000189104	Lungfyl	
249991000189100	Norfast	
1068971000189107	Defiroxim	
180711000189108	Hyclot	
1290731000189101	Esaprol	
1325731000189107	Lecenta	
1259401000189104	Aerocid	
1780321000189107	Akocin	
1065701000189106	Odosec	
271091000189103	Ozolin	
1654981000189101	Naif	
1374211000189108	Thio-ET	
808851000189108	Aquacef	
1652131000189105	Glymin G	
1233021000189100	Ofnida LB	
1079831000189104	Exo OZ	
352641000189100	Unicort	
1343221000189103	Accrivir	
1032411000189104	Matflox	
1291661000189109	Esorest	
799001000189106	Roxithro	
280141000189105	Pepticool	
373831000189101	Zipio	
1568531000189103	Loypril	
1107071000189104	Surgin	
350121000189101	Tyfimol	
1569091000189104	Walagra	
1710841000189106	Temsujohn	
1810871000189101	Voriedge	
1541821000189103	Rebaz	
272911000189103	Pandoray	
1876331000189103	Otax	
270561000189105	Oxynate-AR	
1713101000189108	Napilex CR	
21031000189109	A-Flux	
1178621000189100	Pyro	
821601000189107	Topdep S	
852871000189106	Goldclav	
1105871000189103	Am Kec	
1807341000189101	Esopump	
35461000189105	AmLozed-at	
1777091000189104	Glucreta	
1901751000189104	Terol LA	
1809151000189108	Citialfa	
274471000189106	Pantocar	
1454271000189106	Meritrip Drb	
1925551000189102	Wabzole	
1657171000189105	Torpres	
1608851000189102	Piron	
1736901000189106	Statum B	
1906261000189100	Practomol	
148661000189109	Extacef-P	
1346321000189104	Ofgon	
1533821000189103	Rabeton	
1066341000189104	Cetrid	
37041000189107	Amropenem	
1400531000189109	Redupain A	
1291231000189100	XM Beta	
1901441000189109	Vivocet	
849951000189103	Paranorm	
1877701000189108	Suppol	
1451561000189101	Dofol	
1250461000189108	O Mar	
1346131000189100	Belonate	
1808911000189100	Lamtric	
834061000189101	Ondanes	
865611000189101	Capecad	
1289801000189109	Itocin D	
371441000189106	Zepine	
1533441000189105	Kabigef	
1776961000189108	Inmik	
371121000189109	Zepam-md	
942661000189105	Zylotis	
1776411000189104	Clindolin	
1142301000189103	Adrim	
148271000189103	Exflam	
1683831000189101	Pruvamp	
1006981000189107	Dormide T	
187851000189103	Isotol	
1682821000189107	Lecarto	
1292991000189101	Flutivate	
1429131000189104	Bicalpro	
1846841000189100	Cort-B	
306941000189101	Ronin	
768291000189100	Avacard	
1403761000189103	Aziruth	
379241000189108	Zucaf	
872301000189107	Serbest	
1115791000189107	Amibex TZ	
297241000189100	Ramax injection	
1249951000189105	Omejel	
272521000189101	Pamtrazol	
1290881000189108	Hineoflox DS	
677421000189102	Enzide	
101921000189106	Clonamed	
295231000189103	Quiner	
179661000189103	Holoxan	
995441000189109	Testoviron Depot	
325821000189101	Sumisun	
1379021000189106	Angiopril-DU	
274411000189104	Pantium	
1254261000189103	Doliza	
876271000189108	Rofidin	
134091000189102	Effient	
55131000189105	Azauk	
1492721000189101	Tozam	
1480071000189100	Rutostar Plus	
108181000189104	Coutim	
949921000189104	Aflon O	
1539561000189107	Panoc	
1491101000189101	Reladol	
1343531000189104	Alese	
1779461000189107	Clindacef	
209031000189105	Lisnop	
304941000189105	Riscarb	
1173581000189105	Ofloband OZ	
113211000189108	Cytocom	
54801000189108	Azadi	
1783721000189100	Eldoxine	
777491000189108	Camrox	
1136701000189104	Ovilet OZ	
50341000189105	Atorvin	
1245691000189105	Alopur	
1210721000189104	Neclox	
1879961000189104	Azijal	
1656551000189108	Vabcard	
1811331000189104	Iversafe	
1903971000189107	Roxitoz	
1781331000189103	Kcin	
1876261000189104	Acizide	
305911000189108	Rivotril	
25931000189108	Allermax Plus	
1251691000189106	Forson-SR	
64771000189104	Bactrim	
1900921000189104	Brivissa	
963291000189101	Eject	
51401000189109	Atvas	
1496351000189108	Tolrex	
1115721000189109	Cifaxt	
884621000189108	Afecox	
1340291000189108	Tocin	
380311000189100	Zylix	
1532361000189109	Rozula	
1022411000189101	Oflonex	
1783671000189107	Atorman	
1611341000189100	Cognisart-CT	
1439411000189102	Cybin PF	
307001000189100	Ropan	
1254881000189108	Metliss SR	
1515191000189104	Delonix	
961411000189107	Citopam	
1255801000189100	Carimox CV	
121071000189101	Diaswich	
1651501000189103	Nebucort F	
1029521000189102	Cloam	
1905391000189106	Elprol AM	
1256281000189100	Pradiz	
176841000189107	Heliloxa	
1874931000189107	Hydroster	
820371000189102	Dezacort	
1683771000189106	Lo-Dosin	
1494491000189104	Tolifast	
1851921000189106	Wironem	
254151000189109	Ocinil-20	
1811281000189106	Casjol	
185491000189103	Inodol	
1176461000189106	Amoclav	
1698221000189107	Tigoxin	
1753331000189105	Arstatin	
1479121000189100	Nabio DSR	
1340051000189105	Oflomits	
1132911000189104	Firm Up	
150561000189105	Fanhdi	
1288941000189105	Acetazolamide	
1043261000189109	Alrgi	
123131000189100	Dilzor	
1838331000189104	Sucramed	
289391000189109	Premisol	
839681000189104	Ferliter	
362511000189108	Voxaflo	
1183811000189107	Alviprox OZ	
973871000189108	Thyrosurz	
1656161000189104	Flazazen	
1749111000189102	Amisym	
1572131000189103	Akt 2	
147081000189106	Evacef injection	
1853941000189101	Penrok	
1186831000189109	Eti	
1903561000189108	Pronta 72	
1020471000189109	Onbixin CR	
1087081000189107	Biopam	
12901000189103	Aceclan	
276811000189108	Park	
1810531000189100	Monotorva	
1019831000189109	Ofloic-OZ	
112581000189109	Cynac	
1341831000189103	Floxamed	
914371000189109	Welzin	
1514991000189103	Clonex	
379851000189107	Zycalm	
349751000189103	Tufzid	
976031000189109	Valtoval	
1129991000189100	Ceeflox OZ	
308751000189101	Rtsun	
296681000189105	Racticef-s	
298081000189102	Ranisun	
953411000189100	Zincin	
908241000189100	Sexigra	
995631000189101	TRAG	
34171000189105	AmLonova	
95791000189101	Cipcin	
221501000189100	Meditil-5	
379771000189108	ZVD	
890111000189103	Hisolone	
919831000189104	Clor	
189621000189102	Jicipro	
1216301000189109	Selflox OZ	
1323391000189108	Redotil	
1540401000189103	Olsertain-AM	
25401000189108	Alitax	
1016541000189107	Anxitab	
1453651000189101	Clobex	
910301000189107	Emceph	
1717361000189104	Valate Chrono	
267811000189102	Orkacin	
803581000189107	Sancef O	
1140941000189103	Jeepam Plus	
1813301000189108	Propnix Forte	
1415911000189100	Cetrish AD	
1535831000189100	Eluga Forte	
880671000189104	Nomigan	
1433291000189109	Moximica	
51481000189102	Atzee	
1590451000189107	Valpex	
1291671000189100	Mymox	
786421000189104	Pansec-L	
1590871000189103	Camdem	
272811000189107	Pancrazio	
1649481000189105	Dyloop Plus	
67081000189106	Benrod	
1533561000189105	Yogaros	
1453761000189105	Cetriliv	
1902031000189102	Macprox DP	
1039241000189106	Kyofur 500	
1812021000189107	Extclav	
181721000189109	Hytide	
1124851000189102	Oysimox	
371511000189109	Zepose	
1001521000189109	Fencure	
1853791000189105	Merosav	
1569151000189105	Instarise	
1777781000189103	Ivaraiz	
1749401000189109	Philomik	
1437781000189109	Razo-L	
1417221000189109	Feonax-SP	
1656621000189100	Cepred D	
39461000189108	Aniflox	
965261000189108	Febuget	
1188681000189106	Mobic	
84281000189107	Cefact	
829371000189108	Rycol	
1340111000189107	Pregmain	
921211000189102	Benj	
1325681000189101	Olpid	
19461000189101	Adlox	
975901000189109	Solocort Act	
321561000189105	Spinocef injection	
1837671000189106	Dsucra	
1655211000189101	Cidexin DT	
1115531000189100	Orazio OZ	
802511000189109	Omezol	
134071000189101	Efficin	
1657121000189106	Aece	
678751000189100	Sumo L Drops	
1639241000189103	Neolore	
268291000189105	Orvastin	
1040701000189107	Oflin O	
280541000189100	Peristar	
45031000189109	Arteo-LF	
362281000189101	Vono	
1495531000189100	Brintop	
1078871000189105	Formonide	
1711361000189108	Gemvac	
1736711000189106	Rodic	
1782241000189108	Iverin	
868291000189103	Candelong	
264481000189104	Ondet	
1477781000189106	Zencast-D	
1715571000189105	Bm Lyte Powder	
109541000189106	Croner	
1171731000189104	Amoxy-Plus	
1474981000189101	Pantozin DSR	
45901000189102	ASA	
172171000189106	Glycinorm	
1151291000189106	Microprogesta	
1136821000189101	Ceftoz	
90101000189101	Celnase	
204611000189107	Levonair	
1848641000189103	Pelexim	
130731000189105	Dryl	
854771000189109	Qutace	
1924831000189109	Benzonak	
843741000189101	Deca Ranbisolone	
939761000189106	Omlek D	
247851000189108	Nitril	
1510621000189102	Lot (Entod)	
1612191000189101	Pancy-DSR	
1612001000189109	Vantinel	
1681441000189106	Tramasure-Plus RF	
203051000189104	Levocare	
1839131000189106	Fluxor V	
960331000189100	Monosorbex	
1608511000189104	Saliwin	
1054901000189101	Rupacet	
271661000189101	Pacitane	
19181000189103	Adentin	
148331000189108	Exime	
1540991000189102	Tralocet	
115861000189105	Debgone-m	
1435311000189106	Ventakort	
1401581000189101	Dyache-Plus	
1874821000189103	Dronate	
1294481000189102	Alphacept	
1904131000189106	Asomet	
893661000189100	Methyphar	
219051000189104	Manox-Clav	
932091000189107	Imodium	
1509931000189103	Reniva	
1495341000189104	Lartan AM	
110671000189109	Culol	
1146871000189103	Kefuel	
1249961000189108	Biozole	
1813161000189105	CT Cva	
376101000189107	Zolase	
269971000189107	Ovobel	
1097281000189102	Lenteflox OZ	
1059981000189107	Oflem OZ	
1535451000189107	Telmiral-H	
1394211000189104	Doulcet-M	
1737591000189106	DFO	
924071000189102	Neuromax	
359511000189108	Vintram	
331231000189103	Taxim of	
1510631000189100	Lovacard	
1454601000189104	Fineheal-D	
191181000189107	Kampex	
167531000189108	Gitae	
1537101000189105	Bravia	
1783101000189105	Voltin	
1716981000189107	Pariwave CR	
1539681000189100	Prd Plus	
1608411000189103	T-Lamirenz	
1697421000189107	Eptibind	
17891000189102	Acticort	
1838641000189104	Bis Beta	
273041000189106	Pangate	
1777471000189109	Exdol	
283201000189106	Piloric	
133591000189105	Edeflu	
388431000189104	C-Pram S	
871581000189102	Doxylab	
1476631000189103	Trydus D	
1315781000189104	Fluzat	
990941000189105	Venjoy	
1588341000189100	Resymp Tone	
1512221000189101	Ciptoc	
294911000189104	QSM	
207501000189103	Linbact	
1567681000189104	Paarmeth	
1807131000189109	Antiba	
1291531000189103	Orant OD	
971621000189107	Pazomet	
1612381000189100	Uvanco	
800111000189100	NT Spas	
1088711000189100	Dilot	
1737611000189101	Cariquel	
1650601000189109	Samliza	
1339301000189104	B Crip	
1531451000189109	Telmed H	
157771000189105	Flunif	
1874881000189102	HealthVit Folic Acid	
93561000189100	Chemodoc	
322921000189104	Starone	
1809311000189106	Alinol	
109941000189103	CT-Don	
874441000189105	Rofica	
1477361000189104	Tbrt Plus	
1736921000189100	Peerlin	
35911000189101	Amosis	
312071000189109	Scabicare	
1205491000189104	Alene	
1125401000189104	Progee	
1438891000189100	Fxo	
1651341000189107	Ultimale	
361161000189106	Voltar	
41811000189106	Apoflox	
1532141000189106	Geffon	
1781361000189105	Ivermect	
1294241000189108	Virolfi	
1536961000189109	Roxisun	
1901551000189106	Hydrovib	
808401000189105	Loromycin	
329691000189102	Talmor	
348721000189102	Troyace Sp	
75531000189100	Brucef	
1126381000189108	Prozy	
1342591000189109	Of W	
1040131000189103	Gen O	
125651000189100	Doleira	
1044051000189102	Divret	
1637671000189104	Nebicard-H	
1435681000189106	Lorsave	
1875571000189102	Levopa	
1097851000189106	Terbiderm	
1045721000189108	Medi OZ	
1347911000189106	Tramadol SR	
909541000189109	Tricort	
1495101000189104	Tolzyp	
1251051000189105	Tretan H	
155631000189105	Floban	
777451000189103	Acicet	
1815151000189108	Qudocit	
1325891000189103	Tol	
122751000189100	Dilchem	
1018591000189101	Keptafine	
224441000189104	Mepol	
963231000189102	Medabon	
255741000189106	Oflo dps	
52701000189105	Aviflu	
1188231000189109	Pecalm	
1812491000189101	Creart	
1435021000189100	Nuconazole	
1075821000189103	Pulcet	
160881000189108	Forstaf	
1248311000189100	Monomet XL	
1737931000189101	Proxidom	
1814531000189107	Thioplan	
369251000189104	Zapacid	
1291801000189109	Larover	
293991000189107	Pyraface	
1102551000189103	Macoflo OZ	
285101000189104	Pirox	
1003261000189103	Oflokos OZ	
1807211000189109	Citygud	
1698131000189104	Afrelect	
1142781000189106	Oflopex OZ	
164141000189101	Gaby	
1428521000189103	Carvibeta	
1656651000189107	Metamine	
149731000189102	Falcinil Forte	
1455071000189100	Nxfyllin D	
1253001000189105	Omesol	
1639731000189100	Clexane	
991731000189105	Nivaquine P Forte	
37701000189106	Amyn	
330011000189107	Tamodex	
1348651000189103	Windlora	
835301000189103	Fexodine	
869291000189106	Erox CV	
1750441000189103	Relicin	
818861000189108	PRYMIA	
175921000189100	Haloday	
1588281000189104	Relipac	
1751221000189100	All-Stat	
264231000189104	Ondanz	
914141000189103	Brunda	
907561000189100	Trapidol	
70331000189101	Biobet	
995021000189108	LADOGAL	
325971000189107	Sunate	
1697471000189106	Gemaben	
1850191000189100	E 2	
53551000189108	Away	
1289021000189109	Amclav	
1127571000189104	Ceforim	
790461000189106	Mahapod	
25081000189106	Alicin	
842811000189102	Metapro XL	
1232541000189108	Voxcef 500	
1322021000189100	Kedol	
1049081000189109	Muzic	
1806631000189104	Lornirab-OD	
1779371000189106	Ivered	
1316391000189106	Valanix	
1656241000189107	Aldactone T	
1638091000189105	Fytobact	
1029441000189107	Triabin	
297931000189104	RANILINK	
960081000189103	Temcid	
1636731000189106	Glomosafe	
1324711000189101	Vote TD	
389391000189102	Nevilast	
123021000189101	Diltisyn	
986381000189101	Glunova Plus	
1341761000189104	Clprodica	
968041000189105	Factus	
1813441000189103	Ferograstim	
1082771000189105	Cefural	
1572251000189104	Olteem	
241111000189109	Nase	
1852231000189105	Zypnem	
88341000189100	Cefsac	
223841000189100	Melzap	
100921000189101	Clocip	
1542401000189102	Roxilide	
998371000189103	Mexaflox OZ	
1650871000189103	Glycipresin	
829851000189108	ENTEROMYCETIN	
1695261000189107	Fibristal	
1540821000189107	Cyra	
1782071000189105	Ivervil	
317351000189103	Sioban	
1006961000189101	Gilcin	
96581000189100	Ciprex	
1082271000189102	Dupax	
812721000189105	Tambac	
1636641000189105	Valtec CR	
141191000189101	Epotrust	
1433181000189104	Ezact MR	
1063161000189108	Minocidox	
1778161000189109	Aleda I	
88161000189101	Cefrich	
43991000189107	Arnet	
1638981000189109	Aclozest-DT	
378541000189104	Zotadine	
1221491000189108	Norlup TZ	
1342701000189105	Geolan	
1346731000189101	Deslan	
788051000189101	Dolokind Plus	
158281000189104	Flusyst	
39431000189101	Anibret	
1877911000189107	Endor	
1254371000189100	Ombest	
1122521000189100	Vermox	
1906191000189101	Spirox D	
1407291000189109	Ceftisure	
1064191000189102	Ciprob	
322271000189106	StamLo beta-m	
112791000189103	Cypox	
769841000189100	Novaclav	
1751971000189107	Mityken	
1490711000189105	Flu-Ppy 400	
870311000189105	Kefpod	
1649651000189104	Neurotech	
970281000189102	Emgard	
821271000189100	Levotil	
1452311000189100	Doxoford	
1071301000189102	Otflox OZ	
1569231000189106	S Film	
120751000189104	Diamet-pg	
1717731000189107	Oesorite	
132331000189105	Dynapres	
1717491000189101	Ficol Oral	
1900891000189109	Kidol	
300391000189107	Refzon	
1534481000189103	Telzen H	
1714671000189107	Hitap-ER	
1408851000189104	Etowin-MR	
1013431000189108	Giprocin	
1207351000189105	Norin TD	
1736431000189106	Vortiray	
999741000189100	Kinsflox	
972191000189108	Thalitero	
1474091000189100	Enzobay D	
1176261000189107	Oflotis-O	
1045681000189104	O&O	
1399731000189101	Hidrox	
361841000189102	Vomis	
1654971000189103	Vindec	
1217851000189102	Ufiflox OZ	
1252381000189105	Omic	
1347041000189108	Fozil	
30171000189104	Amchek l	
1058431000189108	Ciprocid	
1165081000189108	Neostep TX	
1738441000189104	Brintellix	
1852191000189104	Primelox	
1451871000189107	Pulmorelief	
1514261000189104	Rolistat F	
1709651000189100	Ketop	
282851000189103	Pikloz	
1204321000189106	Establish Plus	
1653391000189101	Kaidef	
1230041000189103	Endolam	
1876511000189103	Rofewal	
146701000189100	Eupyric	
1711801000189100	Tofadoz	
1492241000189102	Rezole	
313771000189100	Septabid	
1477371000189108	Gadliv M	
1749681000189100	Amiser	
849651000189106	Modatec	
1424841000189101	Extacef Plus	
1254221000189108	Seratone	
205721000189108	Levum	
1903611000189105	Pablomol	
177701000189103	Herpil	
146161000189102	Etrobax	
125961000189106	Dolocare	
1588401000189105	Ronal	
789291000189106	CEFURONAT	
888111000189102	Novofran	
795321000189101	Noxi	
1377741000189109	Amicos	
1454661000189100	Clobaz	
858791000189103	Zyltan H	
161551000189107	Fresofol	
117021000189101	Defmark	
314041000189108	Serenace	
338921000189100	Thipen	
1807681000189102	Clamp-Kid Forte	
1779621000189100	Clinmet	
1247341000189100	Mefmax-P	
1813871000189109	Emend	
819091000189104	Serectil	
1899401000189100	Corthenz	
1711721000189102	Cetasmo	
1293471000189101	Petril-MD	
1638341000189100	Telaid CT	
256351000189103	Okacid	
246021000189105	Nextrip	
1236711000189104	Ovoked-OZ	
1317071000189107	Walaphage -SR	
1752031000189101	Mikaone	
1654391000189103	D-Lay	
1322961000189109	Rantid	
1294011000189103	Theo PA	
1780001000189104	Kamika	
110941000189108	Cupril	
896911000189102	Emlevo	
1779221000189103	Amkasig	
975031000189102	Utiact	
1750761000189106	Brikacin	
1346171000189103	Fulloric	
1515611000189103	Lamistar	
235931000189103	MostLC	
232671000189104	Moka L	
141401000189100	Epsoval	
212111000189105	Loracalm	
274821000189105	Pantolex	
275201000189104	Pantorica EC	
1880111000189104	Exevate	
126021000189105	Dolochek	
1344251000189108	Tioprl	
1110871000189105	Setrisil	
1540031000189104	Ambrocard	
1392021000189106	Kefotax O	
110911000189107	Cupride	
1255231000189109	Skomox CV	
198271000189107	Lasma LC	
1737731000189104	Bolstran	
1532351000189106	Grexam	
1381101000189105	Avixime	
1154181000189104	Climin	
55811000189106	Azi Q	
1747191000189101	Ndphax	
1531951000189104	Nasolife-PD	
1848011000189105	X Clave	
1400791000189102	Azinij	
1747411000189103	Reumanib	
1613511000189105	Infagut	
1396741000189101	Poxil	
1571261000189106	Odsetron	
232341000189101	Modact	
678511000189108	Rectol-80	
1812721000189105	Moxina CV	
1710921000189109	Excid	
926321000189105	Fitzee	
243391000189101	Neocard-lis	
1874641000189108	Merovon	
1026071000189101	Fevibid	
1292681000189106	Cilday	
344881000189101	Tramp	
145601000189104	Etoril	
1194571000189101	Finecot	
1253811000189102	Xen R	
235971000189101	Motilium-M	
89581000189105	Cefzidime	
121281000189108	Diazepam	
887681000189101	Ofil	
1638931000189105	Avessa	
51691000189103	Augpen	
895571000189109	Primolut-N	
326991000189100	Suxomin	
86471000189104	Cefina	
1781701000189105	Atlotram	
1748601000189103	Royakacin	
922651000189109	Kwinil	
1716891000189101	Rafacol	
144601000189100	Ethamstat	
870821000189105	Safodex	
1509941000189109	Rozuxia-F 5	
1477441000189108	Fast Go	
1477701000189104	Chymolift D	
1315771000189101	Xarb H	
50681000189109	Atpar	
366681000189104	Xizid	
1904721000189108	U-Temp	
904701000189102	T-Clar	
1531661000189105	Ecorab D	
1457611000189107	Bestofyline	
1538161000189105	Geftinat	
1009281000189107	Ciproffin	
170041000189103	Glioz	
375401000189106	Zocon DT-tab	
74231000189101	Bookey	
49961000189101	Atoroll	
1377991000189104	Zathripol	
1854991000189106	Predlast	
1780881000189103	Tranat	
124951000189109	Dizzigo	
824131000189109	Alderos	
1457961000189100	Montikool LC	
157651000189105	Flunaz	
1326651000189102	Biovon	
1140321000189108	Ceftor	
1042121000189104	Des OD	
682261000189103	Pipra-A	
1452931000189109	Leecet M	
1292381000189102	Es OD	
1347471000189106	Stilnoct	
1535801000189108	Otrivin Paediatric	
862261000189109	Rabefine Fast	
1613461000189108	Digoxin	
29451000189107	Alzocum	
1539251000189106	Trazodac P	
1288291000189107	Urowar	
1717981000189109	Uriwell	
1042281000189106	Fendox	
1609431000189100	Flexital	
100371000189101	Clinsof	
118371000189101	Deplatt-a	
1749901000189101	Jydame	
116581000189108	Defee	
1475171000189104	Bropsin D	
255681000189106	Oflem dps	
906701000189106	Telexia H	
1902001000189105	Novprox D	
121301000189109	Diazero	
283801000189107	Pioglaz-m	
1588421000189104	Riscure	
1109481000189102	Dolact	
1654611000189100	Foxpressin	
1638231000189103	Ibiflo	
38191000189102	Anatensol decanoate	
1850451000189103	Menumzaar	
1139591000189108	Ecitom Forte MD	
1854031000189109	Sirolon	
1756121000189103	Miklice	
1340791000189102	O Fane	
185251000189109	Ingacillin	
997731000189103	Alzocum SR	
1614631000189102	Prednij Forte	
290511000189102	Pritorva	
1876501000189100	Jolvig	
112641000189100	Cypan	
1384471000189108	Cyazi	
1028741000189105	Ibrex	
250881000189104	Notence	
1218131000189103	Opot OZ	
272491000189104	Pamserine	
1532121000189102	Rost	
1479871000189109	Chymotis BRD	
867671000189100	Azoff	
1479761000189106	Penetrat-D	
1615861000189109	Telmend-CH	
1453211000189102	Phylosis	
1097791000189106	Getcin OZ	
209531000189102	Livokind	
1205861000189109	Leepra	
1240831000189100	Duroxime	
200051000189106	Leepanto	
1109931000189109	Fexofab	
1478611000189109	Gavifam	
1348291000189105	Raxban	
1848511000189103	Dropharm	
673781000189100	Shadox	
157491000189102	Flunarin	
1253751000189108	NO Daag	
218401000189101	Malo	
1683301000189100	Rabway	
1683631000189102	Terbicutis	
53171000189108	Avizol	
1533411000189109	Octamol	
14801000189102	Acevah Ps	
67201000189109	Benzax	
1478231000189102	Trypso BR	
946031000189108	Zophost	
1531971000189105	Dialoz	
1175101000189108	Tragbal	
121531000189106	Dicet Lm	
1510941000189104	Primol	
1390861000189109	Poxestal	
1711701000189108	Paxidep CR	
184491000189102	Indap	
1717931000189105	Vermisol	
908051000189109	Enthusia	
887331000189106	Iso Clin	
676851000189109	Decand	
1684201000189106	Atoway-CV	
1904081000189106	Pyricad	
1127051000189100	Ecovilda M	
277501000189105	Paz	
1541481000189100	Rosys	
1616061000189107	Joten	
39831000189103	Anset	
200031000189102	Leemka	
49811000189107	Atorlip	
884791000189102	Miclofen Plus	
873181000189106	Megval	
1388081000189105	Azirop	
82411000189105	Carvizest	
255971000189100	Oflotas	
202071000189104	Levact	
1179831000189106	Dif Yod	
1251101000189105	Pritel H	
1133591000189105	CSF-500	
286781000189104	Posid	
1056091000189101	Ciprolid	
1237261000189109	Menor N	
1056481000189108	Agiflo OZ	
313831000189105	Septacel	
1610701000189107	Asprin	
1436991000189107	Omnitan H	
391141000189107	L Hist Mont Fx	
1451791000189101	Fitin	
1141801000189103	Rexime	
93361000189109	C-Grel	
1073151000189102	Sayof	
1170041000189103	6Ipzocin	
305231000189105	Riskof	
1681671000189101	Pruto	
1736761000189108	Vortica	
1637871000189103	Farobact	
829471000189100	CHLOROCIN	
1477931000189105	Tryhigh BR	
1778911000189105	Deekacin	
1611051000189100	NS 1000ml Denis	
1651631000189107	Tresil	
380161000189100	Zy-HCG	
1243241000189104	Capimox	
228491000189102	Mezo	
189151000189104	Jalan	
1853641000189108	Astipenem	
170781000189106	Glofty eye dps	
1494671000189101	Cartiflex G	
1713641000189102	Ceftodin	
1653251000189101	Duralast	
789491000189107	Cax	
1780361000189102	Sovimect	
940831000189101	Yemetil	
1515101000189108	Librium	
1655731000189102	Neuro M	
16321000189106	Aciv	
1157961000189104	Toubof-OZ	
1639991000189101	Powercef S	
1220971000189105	Etirich	
214851000189108	Luckcare	
1079811000189109	Dilozol O	
1057121000189103	Ofcure	
1160081000189100	Nitrofix SR	
917951000189105	R-Cord	
1316241000189108	Mintagesic P	
348531000189106	Tropine	
990911000189109	Velax	
1121351000189105	Avox	
1156971000189106	Kuromox	
1342601000189101	Ofcif	
1477621000189102	Infla 3D	
833221000189101	Irto	
1003461000189104	Neflox OZ	
1698511000189101	Huricstat	
1003271000189107	Ofzen-OZ	
380951000189100	Zyrtec	
1346001000189107	Ofder	
1428911000189100	Cefheal DT	
1711421000189108	Apsolox	
1694941000189100	Hydrozole	
898151000189102	Alpoxime CV	
838391000189103	Ondoc	
1158031000189109	Zenmark OZ	
1714081000189102	Tamcrez	
237261000189109	Moxsta	
1568391000189109	Lancibay	
208561000189100	Lipisol	
1901011000189100	Utril	
91191000189103	Ceprolen	
1011681000189108	Lecort	
1613031000189108	Disprin	
1476771000189107	Tibrolin D	
885111000189106	Limaclav	
841751000189104	Docmycin	
1681461000189107	Radiben	
285471000189104	Plagril Gold	
358211000189101	Vertex	
1434411000189101	Cetoz L	
1346071000189102	Staxom	
1812101000189100	Esowit	
331441000189108	Taxotere	
1341611000189109	Symcort	
237491000189100	Moxystat	
291801000189109	Propal	
1339491000189102	K-Ion	
834901000189101	Nemdaa	
1592321000189106	Rifaxant	
99451000189100	Clanoxy	
995411000189108	Testoretard	
1695971000189109	Carnixol	
1085471000189108	Mp Next	
1853611000189107	Estraziv	
1750111000189108	Albera LS	
778301000189107	Aflon	
1189101000189100	Izomox CL	
319521000189109	Somatex	
847311000189107	Valcivir	
1512201000189107	Zonaxid	
1776341000189106	Verbactin	
1533701000189101	Ind Rox	
898241000189107	Suprapod CV	
1166621000189109	Topquin	
1016221000189100	Etidac	
1876911000189109	Noltrexate	
1495801000189106	Myo-MR	
1807011000189100	Topicept	
1045601000189106	Oflaquin	
237291000189101	Moxtid	
1053021000189108	Orticort	
